image_fn,label_fn,group
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1081_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1081_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/979_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/979_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/978_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/978_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/977_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/977_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/976_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/976_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1029_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1029_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1028_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1028_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1027_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1027_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1141_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1141_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1140_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1140_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1139_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1139_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1138_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1138_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1191_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1191_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1190_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1190_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1189_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1189_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1087_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1087_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1086_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1086_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1085_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1085_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1084_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1084_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1137_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1137_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1136_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1136_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1135_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1135_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/816_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/816_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/815_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/815_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/814_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/814_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/867_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/867_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/866_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/866_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/865_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/865_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/763_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/763_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/762_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/762_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/813_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/813_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/812_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/812_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/811_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/811_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/925_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/925_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/924_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/924_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/923_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/923_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/922_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/922_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/975_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/975_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/974_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/974_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/973_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/973_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/870_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/870_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/869_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/869_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/868_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/868_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/921_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/921_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/920_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/920_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/919_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/919_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/117_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/117_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/116_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/116_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/115_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/115_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/114_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/114_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/121_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/121_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/120_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/120_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/119_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/119_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/118_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/118_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/109_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/109_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/70_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/70_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/69_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/69_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/113_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/113_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/112_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/112_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/111_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/111_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/110_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/110_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/170_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/170_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/169_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/169_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/168_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/168_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/167_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/167_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/174_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/174_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/173_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/173_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/172_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/172_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/171_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/171_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/124_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/124_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/123_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/123_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/122_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/122_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/166_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/166_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/165_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/165_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/164_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/164_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/163_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/163_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/11_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/11_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/10_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/10_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/9_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/9_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/8_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/8_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/15_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/15_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/14_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/14_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/13_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/13_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/12_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/12_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/3_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/3_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/2_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/2_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/1_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/1_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/7_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/7_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/6_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/6_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/5_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/5_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/4_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/4_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/64_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/64_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/63_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/63_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/62_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/62_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/61_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/61_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/68_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/68_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/67_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/67_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/66_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/66_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/65_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/65_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/56_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/56_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/55_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/55_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/16_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/16_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/60_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/60_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/59_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/59_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/58_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/58_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/57_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/57_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/335_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/335_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/334_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/334_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/333_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/333_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/332_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/332_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/380_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/380_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/379_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/379_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/337_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/337_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/336_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/336_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/327_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/327_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/326_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/326_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/325_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/325_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/331_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/331_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/330_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/330_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/329_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/329_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/328_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/328_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/433_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/433_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/389_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/389_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/437_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/437_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/436_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/436_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/435_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/435_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/434_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/434_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/384_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/384_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/383_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/383_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/382_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/382_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/381_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/381_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/388_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/388_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/387_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/387_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/386_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/386_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/385_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/385_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/225_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/225_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/224_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/224_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/223_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/223_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/222_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/222_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/229_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/229_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/228_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/228_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/227_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/227_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/226_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/226_nlcd-2013.tif,0
https://dfc2021.blob.core.windows.net/competition-data/naip-2013/217_naip-2013.tif,https://dfc2021.blob.core.windows.net/competition-data/nlcd-2013/217_nlcd-2013.tif,0
